price,date
96087.21179559056,2025-02-08
96218.75936833651,2025-02-08
96072.01389415626,2025-02-08
95836.79513855922,2025-02-08
96168.08067753738,2025-02-08
96355.02099871126,2025-02-08
96518.94915955854,2025-02-08
96645.85029878837,2025-02-08
96484.13257174032,2025-02-08
96501.1504913647,2025-02-08
96487.0543625433,2025-02-08
96454.44602149501,2025-02-09
96569.42155748123,2025-02-09
97011.60027792904,2025-02-09
96779.30602990102,2025-02-09
97259.00138784561,2025-02-09
97267.4076648532,2025-02-09
97046.2789388488,2025-02-09
97028.92076912236,2025-02-09
97117.2428080168,2025-02-09
97108.03391440804,2025-02-09
96890.28323028823,2025-02-09
96808.57964192933,2025-02-09
96603.27364795694,2025-02-09
96550.38390104315,2025-02-09
95906.49171654721,2025-02-09
96162.13377205859,2025-02-09
96498.54652003417,2025-02-09
96458.06093493411,2025-02-09
96125.10211989976,2025-02-09
96218.25827497702,2025-02-09
96096.82739593633,2025-02-09
96325.2632461819,2025-02-09
95340.48294665758,2025-02-09
95841.1801230943,2025-02-09
96519.99549282841,2025-02-10
96766.93559529584,2025-02-10
95524.22026320195,2025-02-10
95821.87762306974,2025-02-10
96805.44643078477,2025-02-10
96961.36839920148,2025-02-10
97071.92621073166,2025-02-10
97151.54613521088,2025-02-10
97464.14633368152,2025-02-10
97701.28028726348,2025-02-10
97510.84742833716,2025-02-10
97730.66462298081,2025-02-10
97731.48183582605,2025-02-10
97403.90940767614,2025-02-10
98334.08502172824,2025-02-10
97346.47301436782,2025-02-10
97251.75237452232,2025-02-10
97303.13910111328,2025-02-10
97523.71433146537,2025-02-10
97585.55088034495,2025-02-10
97367.3655911921,2025-02-10
97343.1682807978,2025-02-10
97398.42007998587,2025-02-10
97390.4434974332,2025-02-10
97465.03795561657,2025-02-11
97996.74379122132,2025-02-11
98062.17536313026,2025-02-11
97840.1754897783,2025-02-11
97607.9294183258,2025-02-11
98044.67328804094,2025-02-11
98467.0013054058,2025-02-11
98423.6912281288,2025-02-11
98291.91112214026,2025-02-11
98271.14915988536,2025-02-11
98047.45718678787,2025-02-11
98009.83713490752,2025-02-11
98146.26604694665,2025-02-11
97785.0383083442,2025-02-11
96938.19708318585,2025-02-11
96977.78556048905,2025-02-11
96889.91975757855,2025-02-11
96315.37542059057,2025-02-11
96084.83930864246,2025-02-11
95551.77083156312,2025-02-11
95017.42507160608,2025-02-11
95303.46815226416,2025-02-11
96328.03689038444,2025-02-11
95561.70494164275,2025-02-11
95743.13972459143,2025-02-12
96077.33083493997,2025-02-12
96150.97841210228,2025-02-12
95535.57535709743,2025-02-12
95372.30093011959,2025-02-12
95508.78766861194,2025-02-12
95862.97586573691,2025-02-12
95809.99388128315,2025-02-12
95946.08824913332,2025-02-12
96281.23094009243,2025-02-12
96126.64137548784,2025-02-12
95982.41228195447,2025-02-12
96108.54335491334,2025-02-12
95918.14912302299,2025-02-12
94907.03940613412,2025-02-12
95383.62955535506,2025-02-12
95853.86268315182,2025-02-12
97131.40302480535,2025-02-12
97372.92506928637,2025-02-12
96927.40233152782,2025-02-12
97041.14442247873,2025-02-12
96953.21159837977,2025-02-12
97581.66121244403,2025-02-12
97917.74883920769,2025-02-12
97886.93195784716,2025-02-13
97822.8847791465,2025-02-13
97984.76780314116,2025-02-13
97482.69236537757,2025-02-13
97545.82090794371,2025-02-13
96884.50484747115,2025-02-13
96702.94414130866,2025-02-13
96045.87665482667,2025-02-13
96036.93855574471,2025-02-13
95893.42457979695,2025-02-13
96255.72778377474,2025-02-13
96139.62356455375,2025-02-13
95946.82224702308,2025-02-13
95767.65830889478,2025-02-13
96113.53673267111,2025-02-13
95878.64612431273,2025-02-13
95917.38358350989,2025-02-13
95458.140300641,2025-02-13
95637.78525555778,2025-02-13
96003.14980785846,2025-02-13
95782.51396129551,2025-02-13
96300.0609397171,2025-02-13
96497.23557421484,2025-02-13
96374.20669516998,2025-02-13
96666.70960779543,2025-02-14
96828.89943203412,2025-02-14
96532.5779782049,2025-02-14
96579.33951604052,2025-02-14
97152.49941358573,2025-02-14
96779.1732418888,2025-02-14
96703.60390210796,2025-02-14
96772.32613035057,2025-02-14
97004.55038734362,2025-02-14
96886.55281117093,2025-02-14
97140.50472343343,2025-02-14
97031.12535349325,2025-02-14
96901.61280060273,2025-02-14
96674.16542518875,2025-02-14
96817.72457029505,2025-02-14
97324.06933798644,2025-02-14
96961.0929667185,2025-02-14
97772.85353304356,2025-02-14
98623.62137807804,2025-02-14
98214.29854725617,2025-02-14
97961.4270398272,2025-02-14
97314.71761687646,2025-02-14
97381.31607548901,2025-02-14
97190.84281503958,2025-02-14
97525.56432832252,2025-02-15
97465.74346570221,2025-02-15
97811.65069075664,2025-02-15
97810.11853984169,2025-02-15
97680.37583137362,2025-02-15
97555.50423518383,2025-02-15
97596.36340969727,2025-02-15
97534.03412413939,2025-02-15
97401.87016895857,2025-02-15
97504.16571792305,2025-02-15
97524.57452619587,2025-02-15
97726.54687428048,2025-02-15
97599.45342665966,2025-02-15
97755.57301650841,2025-02-15
97743.06912727187,2025-02-15
97643.02998914919,2025-02-15
97690.30146549319,2025-02-15
97533.1040216401,2025-02-15
97422.02899712167,2025-02-15
97595.31113086389,2025-02-15
97588.83350317659,2025-02-15
97552.17038179221,2025-02-15
97709.33332248866,2025-02-15
97545.4160810322,2025-02-15
97651.63779310409,2025-02-16
97619.7866463706,2025-02-16
97670.43504008041,2025-02-16
97548.37442069995,2025-02-16
97557.1527649986,2025-02-16
97540.4302583713,2025-02-16
97602.86236725133,2025-02-16
97485.10316361366,2025-02-16
97230.9985896581,2025-02-16
97125.39953728911,2025-02-16
97374.59042056215,2025-02-16
97179.53603625878,2025-02-16
97336.20781895904,2025-02-16
97102.97273794797,2025-02-16
96820.88754034557,2025-02-16
96973.53423641954,2025-02-16
96965.21530590902,2025-02-16
97074.7553724119,2025-02-16
96972.41824936462,2025-02-16
96911.18680524954,2025-02-16
97057.54396616183,2025-02-16
96915.58776734979,2025-02-16
97161.8859953998,2025-02-16
96889.88885007307,2025-02-16
96122.86600485025,2025-02-17
96306.8893048766,2025-02-17
96529.14863264606,2025-02-17
96203.28295054514,2025-02-17
96185.61060460084,2025-02-17
96124.05481404,2025-02-17
96258.4683507194,2025-02-17
96363.60291349764,2025-02-17
96103.04905731311,2025-02-17
96125.59652377032,2025-02-17
96162.96642649428,2025-02-17
96115.17848679269,2025-02-17
96070.76836745605,2025-02-17
96472.19885359015,2025-02-17
96469.90302563595,2025-02-17
96825.39185696325,2025-02-17
95601.77121160176,2025-02-17
95367.30839787448,2025-02-17
95473.9227113629,2025-02-17
95305.81471590063,2025-02-17
95517.3362841228,2025-02-17
96001.22510228083,2025-02-17
96394.20010452533,2025-02-17
95910.6343997475,2025-02-17
95784.62953852078,2025-02-18
95657.12403089936,2025-02-18
96283.17216937791,2025-02-18
96049.47160409925,2025-02-18
96188.68435164474,2025-02-18
96057.16749618895,2025-02-18
95607.02526683104,2025-02-18
95364.76732236886,2025-02-18
95318.63732379173,2025-02-18
95189.2521445793,2025-02-18
95719.26020920448,2025-02-18
95713.43307222998,2025-02-18
95626.63610131448,2025-02-18
96171.78850952118,2025-02-18
96130.53749194527,2025-02-18
95503.68783507988,2025-02-18
95429.11009120086,2025-02-18
94580.67364083909,2025-02-18
94035.03488149004,2025-02-18
93902.52254777655,2025-02-18
94054.50815083837,2025-02-18
94134.52184393156,2025-02-18
94953.73212288553,2025-02-18
95259.61791981726,2025-02-18
95613.70786478418,2025-02-19
95280.7459174621,2025-02-19
95317.50472754847,2025-02-19
95727.74865208809,2025-02-19
95665.49231937547,2025-02-19
95176.94369782117,2025-02-19
95224.12571943826,2025-02-19
95586.35220471295,2025-02-19
95680.7581641533,2025-02-19
95590.61583351126,2025-02-19
95949.78606201638,2025-02-19
96302.84963715746,2025-02-19
96414.46175112732,2025-02-19
96194.7062967688,2025-02-19
96235.09041058479,2025-02-19
95728.44469201894,2025-02-19
95946.65997661931,2025-02-19
96051.7756014956,2025-02-19
96386.72652871323,2025-02-19
95622.78488625766,2025-02-19
96157.47075255743,2025-02-19
96137.40416742311,2025-02-19
96423.82994264697,2025-02-19
96540.84301900618,2025-02-19
96631.9764747056,2025-02-20
96836.56956169584,2025-02-20
96753.44819523895,2025-02-20
97179.21961256368,2025-02-20
97060.52011571353,2025-02-20
97183.01235981267,2025-02-20
96922.7147115594,2025-02-20
96913.83407061106,2025-02-20
97004.88168451515,2025-02-20
97188.8027667773,2025-02-20
97192.89155485418,2025-02-20
97406.95451404073,2025-02-20
97248.13930504581,2025-02-20
97439.5651782597,2025-02-20
97597.5898426476,2025-02-20
97202.8689987542,2025-02-20
96876.26093402511,2025-02-20
97714.3371744566,2025-02-20
98018.59661832507,2025-02-20
98338.7018272712,2025-02-20
98481.54369856586,2025-02-20
98519.0592307595,2025-02-20
98022.05812096567,2025-02-20
98227.3320679309,2025-02-20
98336.68799774042,2025-02-21
98250.85003188688,2025-02-21
98368.18235937174,2025-02-21
98126.16133511938,2025-02-21
98241.82244249899,2025-02-21
98247.45441227335,2025-02-21
98328.75213668121,2025-02-21
98421.66598679434,2025-02-21
98190.5219426655,2025-02-21
98306.70568096745,2025-02-21
98354.95929916999,2025-02-21
98635.9937326328,2025-02-21
98641.48664582448,2025-02-21
98941.1725782136,2025-02-21
99244.09049710589,2025-02-21
98689.12290385604,2025-02-21
98200.30835870569,2025-02-21
98208.05256779343,2025-02-21
97057.94737411733,2025-02-21
96432.40639733619,2025-02-21
95188.4232914197,2025-02-21
94909.23471393716,2025-02-21
95374.40372435798,2025-02-21
95744.67131189487,2025-02-21
96135.15541305285,2025-02-22
96175.80021236626,2025-02-22
96214.64163369463,2025-02-22
96324.83585906116,2025-02-22
96379.27904139952,2025-02-22
96361.62676840216,2025-02-22
96448.06002721623,2025-02-22
96389.686033179,2025-02-22
96304.5157111551,2025-02-22
96211.30637187278,2025-02-22
96479.11808533416,2025-02-22
96480.22631988948,2025-02-22
96594.85836473043,2025-02-22
96857.71626951931,2025-02-22
96640.432707833,2025-02-22
96533.46795238968,2025-02-22
96582.88770834969,2025-02-22
96493.95352259732,2025-02-22
96668.33083690105,2025-02-22
96417.94490841779,2025-02-22
96631.34570897685,2025-02-22
96576.69186359123,2025-02-22
96676.44236752397,2025-02-22
96635.74766480611,2025-02-22
96526.3245193673,2025-02-23
96652.72840228872,2025-02-23
96486.16095700496,2025-02-23
96413.29570390456,2025-02-23
96433.35114701596,2025-02-23
96423.40572186683,2025-02-23
96216.37468385046,2025-02-23
96345.70036309761,2025-02-23
96532.36465453282,2025-02-23
96345.45264741067,2025-02-23
96327.06984242801,2025-02-23
96170.77690652086,2025-02-23
96113.94673119442,2025-02-23
95729.51884312728,2025-02-23
95910.3437706451,2025-02-23
95578.6571267704,2025-02-23
95432.65221910209,2025-02-23
95425.30528594145,2025-02-23
95664.86676122127,2025-02-23
95807.78271920708,2025-02-23
95748.56191472913,2025-02-23
95784.84215984003,2025-02-23
95764.18321415772,2025-02-23
96100.14512743866,2025-02-23
96265.42843123179,2025-02-24
96235.4969392334,2025-02-24
95980.26132457636,2025-02-24
95792.0954841429,2025-02-24
95444.921653889,2025-02-24
95286.7956865605,2025-02-24
95738.04972301621,2025-02-24
95913.34522050363,2025-02-24
95901.8386976779,2025-02-24
95542.30879671387,2025-02-24
95806.49386697571,2025-02-24
95640.85834666436,2025-02-24
95832.80810182482,2025-02-24
95796.86204044832,2025-02-24
95536.92475658203,2025-02-24
94752.9231933443,2025-02-24
94242.24036204048,2025-02-24
94308.47790279647,2025-02-24
94634.09914253639,2025-02-24
94136.87035612758,2025-02-24
93870.86137654915,2025-02-24
93976.22734751913,2025-02-24
93954.42572459971,2025-02-24
92361.39840402018,2025-02-24
91581.54822567313,2025-02-25
91837.13011638554,2025-02-25
92013.31215072384,2025-02-25
92306.01372151902,2025-02-25
92105.6033404217,2025-02-25
91820.5412072708,2025-02-25
91940.55326491955,2025-02-25
91256.70542813146,2025-02-25
89090.97043741599,2025-02-25
89396.73950666585,2025-02-25
88440.37884721062,2025-02-25
88201.3382303592,2025-02-25
89256.52949098358,2025-02-25
89391.201092851,2025-02-25
88789.8197934742,2025-02-25
86867.66638189416,2025-02-25
86776.4546745387,2025-02-25
87366.87218874015,2025-02-25
87392.79936497574,2025-02-25
86941.61569710268,2025-02-25
87837.98611845393,2025-02-25
88056.54698126936,2025-02-25
89142.8156418093,2025-02-25
89006.72620143932,2025-02-25
88463.02814951622,2025-02-26
88129.4582649271,2025-02-26
88582.89007988699,2025-02-26
89010.2709977032,2025-02-26
88849.42547092162,2025-02-26
88627.54762623741,2025-02-26
88377.108768736,2025-02-26
88829.00914641502,2025-02-26
88672.10610119285,2025-02-26
88447.98677406105,2025-02-26
89035.46679968933,2025-02-26
89191.07152838832,2025-02-26
88591.27153709585,2025-02-26
87915.24559540932,2025-02-26
86973.31331258506,2025-02-26
87527.16336925325,2025-02-26
87384.08580336162,2025-02-26
86693.74231687622,2025-02-26
85901.66149196563,2025-02-26
84103.29594104021,2025-02-26
83753.25723879317,2025-02-26
84033.67383603823,2025-02-26
84508.0886401965,2025-02-26
84301.81196811788,2025-02-26
84136.6270309708,2025-02-27
84539.85867570058,2025-02-27
84559.84873137249,2025-02-27
84283.81642317647,2025-02-27
85132.65827117102,2025-02-27
85035.83826254253,2025-02-27
85749.7757679238,2025-02-27
86174.31224944406,2025-02-27
86219.35590995634,2025-02-27
85993.04087670334,2025-02-27
86074.32031147683,2025-02-27
86951.11150965454,2025-02-27
86658.62256231347,2025-02-27
86247.63680503149,2025-02-27
86051.58311473635,2025-02-27
84937.58784593474,2025-02-27
85465.98308790909,2025-02-27
84434.42898184851,2025-02-27
84484.3560760712,2025-02-27
84308.63045291128,2025-02-27
83946.71468689031,2025-02-27
83456.54639867684,2025-02-27
84201.35039951056,2025-02-27
84575.08070076704,2025-02-27
84689.50963635083,2025-02-28
84174.60386136748,2025-02-28
81731.45985922733,2025-02-28
81150.26278342587,2025-02-28
80450.79294794661,2025-02-28
80327.90968370625,2025-02-28
79873.24246763966,2025-02-28
79796.03338247676,2025-02-28
79079.23853988826,2025-02-28
78940.43864942867,2025-02-28
79998.57693365982,2025-02-28
79962.43838770282,2025-02-28
80435.1886242044,2025-02-28
80772.67815795937,2025-02-28
81473.42315333462,2025-02-28
82319.00615781517,2025-02-28
83979.37551380234,2025-02-28
84391.42017096882,2025-02-28
83657.49178573994,2025-02-28
84357.8359375325,2025-02-28
84401.15171227718,2025-02-28
84180.34506243317,2025-02-28
84366.4982526792,2025-02-28
84116.90940478408,2025-02-28
84316.57799844211,2025-03-01
83818.25957742738,2025-03-01
84377.49004801741,2025-03-01
85258.01997722525,2025-03-01
85288.51830750107,2025-03-01
86187.61560877925,2025-03-01
85499.73208015299,2025-03-01
85040.27992527063,2025-03-01
84987.8829445724,2025-03-01
85248.50951064646,2025-03-01
85333.49904975179,2025-03-01
84842.21597267754,2025-03-01
84600.52864758584,2025-03-01
84785.19164229938,2025-03-01
84452.16671372668,2025-03-01
84684.87464077682,2025-03-01
84659.92894806841,2025-03-01
85280.03180448567,2025-03-01
85167.93027730213,2025-03-01
85261.85384218712,2025-03-01
85357.75007854645,2025-03-01
85499.63370083639,2025-03-01
86040.13401090879,2025-03-01
86064.6646695572,2025-03-01
85982.6656372778,2025-03-02
85984.92968484931,2025-03-02
86325.16846001119,2025-03-02
85726.58136584464,2025-03-02
85824.99311969621,2025-03-02
85655.19135378071,2025-03-02
85930.4029532836,2025-03-02
86246.64068135856,2025-03-02
86207.33731471795,2025-03-02
85733.27090027815,2025-03-02
85861.56494055038,2025-03-02
85974.46210057012,2025-03-02
85952.41873108123,2025-03-02
85945.65637691983,2025-03-02
85673.0709138241,2025-03-02
85075.19099390629,2025-03-02
87445.5430848164,2025-03-02
91378.26201151186,2025-03-02
94183.67640464348,2025-03-02
92908.06234717843,2025-03-02
93553.2099599375,2025-03-02
94442.43103320176,2025-03-02
93993.49502205626,2025-03-02
94770.10370201574,2025-03-02
94261.53286538439,2025-03-03
93235.73548423624,2025-03-03
92994.25280972291,2025-03-03
93323.7976962091,2025-03-03
92682.02628626079,2025-03-03
93025.760601398,2025-03-03
93302.25115067598,2025-03-03
91464.20916332758,2025-03-03
92319.03215389892,2025-03-03
91365.5560267108,2025-03-03
91840.96195107298,2025-03-03
92520.05256903946,2025-03-03
92704.99332627936,2025-03-03
93184.11440212942,2025-03-03
93288.33219257377,2025-03-03
89948.47284407713,2025-03-03
90078.29699874723,2025-03-03
90100.55793547307,2025-03-03
90362.03357256715,2025-03-03
87491.4206062274,2025-03-03
85545.7625233458,2025-03-03
86058.30490682101,2025-03-03
85204.63043242115,2025-03-03
86170.71147754729,2025-03-03
86009.33348231346,2025-03-04
86121.81430043305,2025-03-04
83547.88761068918,2025-03-04
83972.72380658488,2025-03-04
83894.60765773285,2025-03-04
83415.32852921398,2025-03-04
84208.53292141939,2025-03-04
83856.74936488515,2025-03-04
83176.65536982972,2025-03-04
83842.65217935151,2025-03-04
83797.859996219,2025-03-04
83870.76608750969,2025-03-04
83840.8128569342,2025-03-04
83704.19016400714,2025-03-04
82681.05172860001,2025-03-04
83066.2270465692,2025-03-04
82922.8590885219,2025-03-04
83663.71104143023,2025-03-04
85454.70850609809,2025-03-04
86734.75594854711,2025-03-04
87903.09912509412,2025-03-04
86892.91764570212,2025-03-04
87654.10477359233,2025-03-04
87536.70299445765,2025-03-04
87310.80531078295,2025-03-05
86671.69226701841,2025-03-05
87636.02617297841,2025-03-05
87336.45385836615,2025-03-05
86728.88847600293,2025-03-05
86938.4775519185,2025-03-05
87196.79381349821,2025-03-05
87572.61283398556,2025-03-05
87642.61154756158,2025-03-05
87717.3980065317,2025-03-05
88641.41361763507,2025-03-05
89850.54371051837,2025-03-05
89753.15776222358,2025-03-05
90352.05950695107,2025-03-05
89433.26802498609,2025-03-05
89053.99855085106,2025-03-05
88337.21345459952,2025-03-05
89190.8514508287,2025-03-05
89693.88203144133,2025-03-05
89762.80824021908,2025-03-05
89840.50983422284,2025-03-05
90363.81178680262,2025-03-05
90315.43269286388,2025-03-05
90503.36669781877,2025-03-05
90746.37808455544,2025-03-06
90173.67851810707,2025-03-06
91565.19124357773,2025-03-06
91833.40344858613,2025-03-06
91778.32417365785,2025-03-06
92300.44149363266,2025-03-06
91906.28728287248,2025-03-06
91331.32236389222,2025-03-06
91202.75078154197,2025-03-06
90733.51714965983,2025-03-06
91044.06230513072,2025-03-06
91336.03520982015,2025-03-06
90211.93247418404,2025-03-06
89582.37084959116,2025-03-06
89907.2491350427,2025-03-06
90975.81551374556,2025-03-06
88376.11449099529,2025-03-06
88647.72782696952,2025-03-06
88396.31309600835,2025-03-06
89057.38701611568,2025-03-06
89144.13673375164,2025-03-06
89469.52920050574,2025-03-06
90450.752622387,2025-03-06
89924.21242214506,2025-03-07
85590.46644276992,2025-03-07
88065.84191323837,2025-03-07
87271.80248912342,2025-03-07
87042.73344323806,2025-03-07
87679.70424451,2025-03-07
88258.51066032593,2025-03-07
88314.21615036289,2025-03-07
88320.92622329212,2025-03-07
88405.65836333216,2025-03-07
88924.81213521794,2025-03-07
89111.65620602341,2025-03-07
88902.02000740796,2025-03-07
89125.67845016974,2025-03-07
89244.5516035285,2025-03-07
90647.79774677548,2025-03-07
88400.14740092268,2025-03-07
87154.86514264582,2025-03-07
88141.8174666587,2025-03-07
88541.86793090396,2025-03-07
87732.0584170869,2025-03-07
87087.52556159606,2025-03-07
86074.17176417045,2025-03-07
86744.24445440294,2025-03-07
86719.52967663977,2025-03-08
86828.25763790608,2025-03-08
85996.318846237,2025-03-08
86033.33085080402,2025-03-08
85923.7255070287,2025-03-08
86429.28703776673,2025-03-08
86272.32934188849,2025-03-08
86446.61234844815,2025-03-08
86159.46358384956,2025-03-08
86086.71730752365,2025-03-08
85917.18104453273,2025-03-08
86117.70061095654,2025-03-08
85921.73893775303,2025-03-08
86191.79335973802,2025-03-08
86367.34063862744,2025-03-08
86321.57388571232,2025-03-08
86336.38588461682,2025-03-08
86100.88808714508,2025-03-08
85960.72871801039,2025-03-08
86012.24203443361,2025-03-08
86275.61641153895,2025-03-08
86250.70845899022,2025-03-08
86212.46281249195,2025-03-08
86295.78124249187,2025-03-08
86173.28335601451,2025-03-09
86482.71540062728,2025-03-09
86209.52375647992,2025-03-09
85961.58647248213,2025-03-09
86047.49036384479,2025-03-09
86040.18356410651,2025-03-09
86000.70936885416,2025-03-09
85920.96629797174,2025-03-09
85977.0787526352,2025-03-09
85799.05874600667,2025-03-09
85560.22495548673,2025-03-09
84910.69583247308,2025-03-09
85036.72284003632,2025-03-09
84685.97978656797,2025-03-09
83332.0655384259,2025-03-09
83574.5108562199,2025-03-09
83052.85746851926,2025-03-09
82556.83567815712,2025-03-09
82584.92274538855,2025-03-09
82470.08205523597,2025-03-09
82654.8713552498,2025-03-09
83065.63858118771,2025-03-09
81876.58012977014,2025-03-09
80182.87188781645,2025-03-09
80674.95605846473,2025-03-10
81296.78489902265,2025-03-10
81585.60219948366,2025-03-10
82153.9633762446,2025-03-10
82275.77503867827,2025-03-10
82594.63758054533,2025-03-10
82318.71368767633,2025-03-10
82358.2750533279,2025-03-10
82343.42704338364,2025-03-10
81313.3266600055,2025-03-10
82487.28911920935,2025-03-10
82429.6316250025,2025-03-10
83620.17030648564,2025-03-10
83263.6093863294,2025-03-10
80589.75308067302,2025-03-10
79367.30394685987,2025-03-10
80035.9520312988,2025-03-10
79195.70533532878,2025-03-10
78538.34915812933,2025-03-10
77494.5999450215,2025-03-10
78880.11223709627,2025-03-10
79366.4867385192,2025-03-10
79473.53229603526,2025-03-10
79505.93316264477,2025-03-10
78537.05805794513,2025-03-11
77186.92631492284,2025-03-11
79080.26510244102,2025-03-11
79348.17308679354,2025-03-11
79475.39891601757,2025-03-11
79779.07033567471,2025-03-11
80271.29118843551,2025-03-11
80305.86988849436,2025-03-11
80428.12261085547,2025-03-11
81207.40156455616,2025-03-11
81494.18849077556,2025-03-11
81788.49157040409,2025-03-11
81525.57519757233,2025-03-11
81136.77348524275,2025-03-11
80881.78302235727,2025-03-11
79828.50693030546,2025-03-11
81232.56177617155,2025-03-11
81217.85170939227,2025-03-11
81336.13046672981,2025-03-11
83185.92996285958,2025-03-11
83019.95454728934,2025-03-11
82804.22144356178,2025-03-11
83196.76104395698,2025-03-11
83157.48605838082,2025-03-11
82753.77759522418,2025-03-12
82751.87792950893,2025-03-12
83297.33630586542,2025-03-12
82338.26682572266,2025-03-12
81766.78389449522,2025-03-12
81754.1245019308,2025-03-12
81962.70572429236,2025-03-12
81450.3753315832,2025-03-12
82626.00983988849,2025-03-12
82867.53648272774,2025-03-12
82561.32217876334,2025-03-12
82486.2091764555,2025-03-12
83005.6112865534,2025-03-12
83969.50401830622,2025-03-12
82566.35571707349,2025-03-12
80869.73779222043,2025-03-12
81943.80956736875,2025-03-12
82134.7668472382,2025-03-12
81756.64455396934,2025-03-12
82749.3005623581,2025-03-12
82714.73111902464,2025-03-12
83030.39791191753,2025-03-12
83052.15476723097,2025-03-12
83667.40552069119,2025-03-12
83678.46552437067,2025-03-13
83447.21124752637,2025-03-13
83939.38948062022,2025-03-13
83863.46234378686,2025-03-13
83615.50444912049,2025-03-13
83394.01020328267,2025-03-13
83164.68423944434,2025-03-13
83325.27644551267,2025-03-13
83215.88772029582,2025-03-13
83033.68182451143,2025-03-13
83436.61690895562,2025-03-13
83144.63136911465,2025-03-13
82952.69797861924,2025-03-13
82434.36146393258,2025-03-13
81656.03101584468,2025-03-13
81825.63712399587,2025-03-13
81014.47157692818,2025-03-13
80684.14399248677,2025-03-13
80383.07163334191,2025-03-13
80796.81759111806,2025-03-13
80217.83930689494,2025-03-13
80339.66102446825,2025-03-13
80647.62378166379,2025-03-13
81318.85219010353,2025-03-13
80857.26701703468,2025-03-14
81572.1907424432,2025-03-14
81700.5458810393,2025-03-14
82029.29376942904,2025-03-14
81814.60028807537,2025-03-14
81929.68374665309,2025-03-14
82109.20290001745,2025-03-14
81961.84041200494,2025-03-14
82293.4314146896,2025-03-14
82591.2804864649,2025-03-14
82765.49277586125,2025-03-14
83032.3513594644,2025-03-14
83285.94816925052,2025-03-14
83412.0919014835,2025-03-14
83596.51735562595,2025-03-14
83264.95867344199,2025-03-14
84727.83488216766,2025-03-14
84622.75627876476,2025-03-14
84553.36384711522,2025-03-14
84565.22545311949,2025-03-14
84536.46356442082,2025-03-14
84131.61719559043,2025-03-14
84207.15781003753,2025-03-14
84346.89648742026,2025-03-14
83955.00378884435,2025-03-15
84316.41004792161,2025-03-15
84378.94751072212,2025-03-15
84505.5781189017,2025-03-15
84476.52475723809,2025-03-15
84381.74557966145,2025-03-15
84314.86749685973,2025-03-15
84170.28914764302,2025-03-15
83863.26278107218,2025-03-15
83953.64902106512,2025-03-15
83931.86372679561,2025-03-15
83924.71665747926,2025-03-15
84077.984480905,2025-03-15
84133.58364594172,2025-03-15
84397.93103623143,2025-03-15
84141.80648875001,2025-03-15
84282.5733553542,2025-03-15
84351.03100749975,2025-03-15
84450.69621702406,2025-03-15
84173.30840256019,2025-03-15
84295.2224544024,2025-03-15
84369.37930960456,2025-03-15
84374.89491697127,2025-03-15
84358.9159883021,2025-03-15
84354.47191448158,2025-03-16
84244.23238441288,2025-03-16
83899.48633774147,2025-03-16
83955.58636192667,2025-03-16
84323.27268421142,2025-03-16
84418.91164824746,2025-03-16
84356.03663149933,2025-03-16
84219.52762087784,2025-03-16
84278.08716723607,2025-03-16
84223.87397209837,2025-03-16
83875.92487677633,2025-03-16
83404.4666080581,2025-03-16
82420.98968021553,2025-03-16
82904.91793465686,2025-03-16
82891.18824385572,2025-03-16
83368.7697151249,2025-03-16
